"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Genetic Information Processing","Replication and repair","mmu03030","DNA replication","31/6158","36/10623",0.861111111111111,1.48547959294143,3.4264786662669,0.000277827701403499,0.000557261343277539,0.000125094310336836,"17215/19076/17219/327762/19075/18972/68275/19819/18974/67153/106344/69745/68209/18969/14156/18538/19891/19687/72151/17220/69263/68240/381760/66979/17216/16881/18971/67967/17218/69724/18968",31
"Organismal Systems","Immune system","mmu04664","Fc epsilon RI signaling pathway","52/6158","66/10623",0.787878787878788,1.3591484838643,3.43706704381781,0.000298425410475975,0.000595135732385996,0.000133596372505881,"16331/18783/23797/14360/26396/26420/16191/12981/16187/26397/26398/18750/26399/14784/20663/11651/20963/18708/26419/29857/26413/18607/26416/26415/22324/20662/22325/211429/329502/78390/271844/18803/18706/18176/57257/17096/18710/18707/26414/19353/11690/110157/11689/16653/11652/14389/16797/26400/18709/234779/26395/74769",52
"Human Diseases","Substance dependence","mmu05031","Amphetamine addiction","54/6158","69/10623",0.782608695652174,1.35005718965785,3.42584146437929,0.000313729379056522,0.000617301510896114,0.00013857215776221,"12912/15182/93759/170483/12323/13195/14799/18750/14813/14281/12313/70405/13488/12325/12289/19057/11838/11911/224129/12915/12314/12326/12322/19045/14810/11909/26427/14683/14800/78284/108058/19055/18749/19059/242443/16476/433759/19046/19047/434233/20907/208647/231991/12288/12315/14282/18751/110877/18747/14802/75600/17161/109731/53623",54
"Metabolism","Metabolism of other amino acids","mmu00410","beta-Alanine metabolism","28/6158","32/10623",0.875,1.50943894121468,3.38930696014192,0.000314877139563724,0.000617301510896114,0.00013857215776221,"227095/56752/103149/11670/11671/11754/11430/104776/64705/246277/268860/110695/66054/67689/73458/621603/107239/14415/228608/99586/72535/97212/80911/11409/11669/93747/56690/73748",28
"Cellular Processes","Cell growth and death","mmu04215","Apoptosis - multiple species","28/6158","32/10623",0.875,1.50943894121468,3.38930696014192,0.000314877139563724,0.000617301510896114,0.00013857215776221,"51800/12043/11783/26420/18952/18053/56208/11799/26419/12018/12211/58801/12369/12125/12048/12371/26414/66593/13063/64704/12122/21937/170770/14082/12367/11797/11796/11798",28
"Metabolism","Glycan biosynthesis and metabolism","mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","22/6158","24/10623",0.916666666666667,1.58131698603443,3.34810020272305,0.000334855767013588,0.000651666807560154,0.000146286497070989,"50785/319415/54710/15478/218271/17423/54616/50787/14042/15531/72727/14043/58193/83398/64580/23908/56219/117592/233781/195646/93683/50786",22
"Metabolism","Lipid metabolism","mmu00600","Sphingolipid metabolism","45/6158","56/10623",0.803571428571429,1.3862194358094,3.40302033371625,0.000336162416580022,0.000651666807560154,0.000146286497070989,"433323/23956/241159/70750/13244/20598/19156/20397/14421/53897/14667/20698/238011/81535/20773/14420/15212/19012/67630/223753/11883/71949/77626/171168/56386/54447/208449/241447/56336/22239/74442/230101/22234/67916/76943/545975/66190/50877/20597/67260/11886/93898/58994/15211/12091",45
"Metabolism","Carbohydrate metabolism","mmu00520","Amino sugar and nucleotide sugar metabolism","33/6158","39/10623",0.846153846153846,1.45967721787793,3.37732323074132,0.000350917366863287,0.000676490701675337,0.000151858977473002,"67883/69080/71884/107652/15275/216019/103988/216558/14584/15212/29858/54128/245847/26384/227620/69976/75540/14430/50798/72157/74246/66681/22235/67980/15277/56174/14583/14751/234730/110119/15211/331026/19703",33
"Human Diseases","Drug resistance: antineoplastic","mmu01524","Platinum drug resistance","62/6158","81/10623",0.765432098765432,1.32042630483683,3.39954993070823,0.000352904623592646,0.00067656300766104,0.000151875208757521,"12043/14103/66447/23797/26408/19714/14872/11783/17246/13866/12189/11799/11651/17686/18708/21974/26413/18607/12018/12575/80905/17685/17688/58801/14870/14869/225884/12015/14102/68214/12048/18706/211666/14866/14863/14862/14865/22590/20529/18710/12371/18707/13063/12122/56615/170770/13870/11652/14082/11979/12367/18709/11797/11796/11920/100042295/100042314/14858/74769/17350/11798/11977",62
"Genetic Information Processing","Chromosome","mmu03082","ATP-dependent chromatin remodeling","98/6158","136/10623",0.720588235294118,1.24306736335327,3.35029253336071,0.000434304623308231,0.000828042331252506,0.000185879364515958,"227195/56207/15182/20587/17192/67019/64050/116848/68094/77605/216848/57376/83796/207165/11465/217578/70127/22632/116870/319191/319169/665433/319168/319173/319166/319165/319164/319172/319163/26914/105246/66923/93696/77044/51812/83797/239985/72057/210982/116871/13831/268996/225280/17191/52004/81601/19708/23942/67155/68231/227867/407823/68142/109275/269397/73247/229542/21427/319176/15267/51788/70088/19646/433759/93760/66993/75560/77045/13445/12054/22385/11461/100683/71777/70020/56505/330409/107932/69714/243842/20174/233532/100043597/12055/234366/93762/26992/20586/235134/15270/21761/20588/100042922/236663/385328/93761/56397/245688",98
"Organismal Systems","Endocrine system","mmu04918","Thyroid hormone synthesis","57/6158","74/10623",0.77027027027027,1.32877250423532,3.3328668414054,0.00045583386304981,0.000864340712996089,0.000194027643748553,"12912/11931/27222/98660/70337/432530/12330/14778/11932/11889/11890/18750/104111/23985/11514/21819/11911/11512/11515/224129/16440/12915/22139/18797/14682/18510/22130/14828/14725/11909/26427/18796/214593/66811/99439/18795/18798/14683/78284/74044/11928/18749/67305/208647/12304/231991/16438/16439/232975/18751/14782/18747/11513/11936/11933/67821/331535",57
"Organismal Systems","Digestive system","mmu04978","Mineral absorption","44/6158","55/10623",0.8,1.38005846053914,3.31854420078646,0.000471387251045641,0.000888974870178464,0.000199557531907194,"53945/320718/381290/11931/27222/98660/22782/333669/67972/11927/11932/52466/13487/110893/20505/105243/22337/18174/15369/20541/14319/225997/73649/58800/11928/20529/74051/70358/20537/20531/11941/232975/14325/11979/15368/17750/17748/244698/11936/11933/171429/67821/320707/11977",44
"Metabolism","Carbohydrate metabolism","mmu00640","Propanoate metabolism","27/6158","31/10623",0.870967741935484,1.50248300139341,3.29022421706398,0.000479477797750813,0.000899344842267741,0.000201885388526658,"227095/52665/107476/11430/13382/104776/20916/110821/268860/106557/17850/60525/13171/97212/80911/100705/11409/56451/20917/16832/12039/16828/73724/93747/56690/12040/66904",27
"Environmental Information Processing","Signal transduction","mmu04370","VEGF signaling pathway","46/6158","58/10623",0.793103448275862,1.36816140484483,3.30164035247343,0.000506370280935258,0.000944680040239432,0.000212062256871585,"17164/18783/19225/23797/26396/18750/20698/11651/18708/19057/14083/29857/26413/26416/26415/22339/12015/211429/329502/78390/271844/20779/18803/18019/18706/18176/19055/19059/18710/12540/12371/18707/18127/16542/19303/15507/19353/110157/16653/11652/18751/18709/234779/26395/74769/102626",46
"Metabolism","Metabolism of terpenoids and polyketides","mmu00900","Terpenoid backbone biosynthesis","21/6158","23/10623",0.91304347826087,1.57506672126749,3.24221253546413,0.000533035484470601,0.000989108626263629,0.0002220356085045,"71365/52014/110606/319554/320581/14593/15357/110460/19671/56075/110196/68603/15360/230709/67422/57295/17855/66881/14272/192156/110446",21
"Human Diseases","Endocrine and metabolic disease","mmu04930","Type II diabetes mellitus","39/6158","48/10623",0.8125,1.40162187398506,3.27499052705643,0.00055238327826074,0.00101955849764083,0.000228871011149467,"16367/12290/15275/216019/216233/103988/26420/20528/12702/18708/12289/18753/26419/67296/378435/12703/26413/11450/18754/12287/20526/18706/18710/56717/18707/18762/26414/15277/12288/16514/20927/16337/384783/16150/18709/12286/18746/74769/16370",39
"Metabolism","Global and overview maps","mmu01210","2-Oxocarboxylic acid metabolism","29/6158","34/10623",0.852941176470588,1.47138585866305,3.23296343951629,0.000622011245096169,0.00113598895814932,0.000255007380261033,"15926/71832/12974/18293/13382/78920/68263/239017/268782/76282/11429/14718/170718/13171/18598/11428/12035/12039/12036/269951/76615/23923/108682/14719/235339/67834/12040/15929/18597",29
"Genetic Information Processing","Folding, sorting and degradation","mmu04130","SNARE interactions in vesicular transport","29/6158","34/10623",0.852941176470588,1.47138585866305,3.23296343951629,0.000622011245096169,0.00113598895814932,0.000255007380261033,"58244/53330/74732/53331/56418/55943/22318/53334/56494/53612/224630/56389/20908/53611/20619/228960/67727/22319/71116/13852/20907/12068/53620/22320/22317/56216/20909/54399/67023",29
"Organismal Systems","Endocrine system","mmu04923","Regulation of lipolysis in adipocytes","45/6158","57/10623",0.789473684210526,1.36189979658467,3.21723454196467,0.000701283546226379,0.00127028595917254,0.000285154439492699,"16367/11539/19225/23797/432530/104111/11651/18708/11514/11512/11515/224129/11555/225845/19091/11554/19224/14683/18706/18160/14679/18749/11832/18710/230899/18707/14677/19092/109648/23945/16890/11652/103968/66853/16337/384783/11556/18166/18709/18747/11513/74769/14678/67469/16370",45
"Metabolism","Glycan biosynthesis and metabolism","mmu00513","Various types of N-glycan biosynthesis","36/6158","44/10623",0.818181818181818,1.41142342555139,3.21148061384544,0.000702867158965788,0.00127028595917254,0.000285154439492699,"57370/17155/67569/17308/103534/238023/217664/53618/15212/13135/223774/208211/208624/17158/71367/227619/20014/320302/66059/17156/66789/66357/14595/56737/20441/230815/103963/330406/68947/140481/330671/80286/16430/15211/68292/67574",36
"Human Diseases","Infectious disease: viral","mmu05168","Herpes simplex virus 1 infection","147/6158","214/10623",0.686915887850467,1.18498010338349,3.21025594903517,0.000725029911940918,0.00130055481306488,0.000291949207240411,"20846/12043/56489/24014/14103/18986/56009/23797/22033/68652/15979/67933/11783/15978/56480/20847/16160/20296/20293/20304/110809/16416/12702/21681/18035/20384/217715/22031/11651/20963/18708/16391/66513/266632/16402/224045/15976/15980/22084/12018/20815/20383/13163/21356/14972/15001/14998/21355/15002/14969/16992/14964/14980/15013/110557/110558/15007/15042/15040/100529082/667977/15043/14985/110696/224753/224754/224761/399549/106759/50930/225027/72512/19045/19697/12015/16452/14102/12675/22030/64930/15139/71586/22034/27103/14827/12010/16176/228607/12048/20779/67996/18706/16159/24088/18033/26409/230073/15977/230396/16451/108802/18710/108067/57317/12371/56717/18707/19744/16193/13667/19046/108014/246727/19247/19047/434233/209354/231805/545812/78781/13063/13666/12122/21937/19294/18987/11652/54131/14082/16150/13685/142980/12367/18709/69550/12317/11797/11796/54721/58235/18854/74769/15161/16179/16151/83454/170722",147
"Metabolism","Glycan biosynthesis and metabolism","mmu00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","26/6158","30/10623",0.866666666666667,1.49506333225073,3.18877709007799,0.000727111336410915,0.00130055481306488,0.000291949207240411,"241062/27392/67292/67556/327942/276846/320655/110417/14756/14731/239827/72084/56176/14755/54218/225651/228812/78928/329777/56703/67063/230801/433931/233575/66268/55981",26
"Human Diseases","Cancer: specific types","mmu05216","Thyroid cancer","31/6158","37/10623",0.837837837837838,1.44533149583491,3.18662227707452,0.00075967198864272,0.00135182656440525,0.000303458716110992,"108989/20183/76551/17873/26396/21414/23882/27015/27057/17869/26413/21787/12018/12575/21416/18510/20181/107986/59069/18176/16842/109880/13197/21415/19016/19713/16653/12443/12550/26395/12387",31
"Genetic Information Processing","Information processing in viruses","mmu03250","Viral life cycle - HIV-1","49/6158","63/10623",0.777777777777778,1.34172350330194,3.19466574389954,0.000767413364290319,0.00135863488473847,0.000304987051329128,"20479/72949/12767/19386/20587/432508/268373/103573/20922/208092/218210/76895/192657/218442/17755/80287/328572/12455/12914/17857/17858/18519/64144/58202/107951/17754/269344/75608/56045/57314/75471/101739/70122/24116/19384/16543/320938/12504/12121/20924/22088/18550/13716/270058/69550/116733/23988/235180/18571",49
"Genetic Information Processing","Replication and repair","mmu03450","Non-homologous end-joining","13/6158","13/10623",1,1.72507307567392,3.07190670645266,0.000830209940437173,0.0014623494889934,0.000328268958548495,"22596/75570/54125/19360/108138/14375/19090/14156/21673/56626/227525/319583/17535",13
"Organismal Systems","Digestive system","mmu04979","Cholesterol metabolism","40/6158","50/10623",0.8,1.38005846053914,3.16335950022429,0.000854364385062252,0.00149729515967981,0.000336113580513592,"104086/20652/16971/22333/59045/11818/238055/218203/22334/12257/223920/57875/30960/67470/18145/16891/16889/27413/14725/18830/56491/320024/20661/13122/11303/100102/100017/12491/16976/20778/11813/79196/22335/20845/16956/16816/16835/11806/11808/15450",40
"Human Diseases","Cancer: overview","mmu05207","Chemical carcinogenesis - receptor activation","157/6158","231/10623",0.67965367965368,1.17245226355327,3.11198560396716,0.00102330275649979,0.00178435204274084,0.000400552255916343,"74229/12912/394435/94284/394433/12043/56489/12292/66447/20183/23797/13849/13982/14872/67112/26396/387251/56351/432530/13649/14172/216869/114230/72508/16211/23834/20851/20850/20848/16647/18750/14784/11799/104111/11622/20663/13983/14281/15519/11651/387247/387244/18708/14165/12289/14180/16648/13850/19645/21943/12224/17869/11514/11911/387245/19013/22337/11512/22408/11515/26413/12053/224129/16646/20112/13388/12915/15516/22339/12445/13078/20662/11555/11632/58988/19697/12015/16452/68214/11554/12287/20181/11909/26427/14178/16449/13555/20779/14683/11438/18706/14173/211666/16649/11444/78284/11863/18129/18176/14866/14863/14862/14865/14679/13645/18033/102465198/18749/16600/16476/18710/20111/71904/56717/18707/14677/231252/14176/384214/102465309/387222/387223/208647/231991/110157/12288/56615/16653/11652/109689/18751/14174/12443/11556/13685/80857/18709/18747/12286/11513/18667/108015/13077/13076/74090/26395/100042295/100042314/14858/74769/14678/12530/11798/11835/80903/67071/110651",157
"Environmental Information Processing","Signal transduction","mmu04630","JAK-STAT signaling pathway","119/6158","171/10623",0.695906432748538,1.20048945032279,3.10386010656909,0.00106064382516766,0.00184021703666589,0.000413092858223194,"20846/20849/11761/71724/71872/213043/12043/329244/16153/23797/15979/59004/216233/15978/20852/20847/18413/16878/13649/16199/16160/16191/12981/16187/192157/20851/20850/20848/14784/12702/20663/11651/19109/28078/18708/16195/218624/16188/67296/16391/14600/18414/16880/19116/17869/12984/12983/16185/18591/328572/12914/12703/21832/15976/16155/15980/12575/18712/12445/20662/56468/53603/18596/19255/17344/54607/56708/16452/12982/16184/16169/20844/56324/12048/16196/18706/16183/60505/16159/16194/17210/229615/13645/387510/16157/15977/230396/230405/16451/16847/18710/230828/56717/18707/16193/57914/19247/18590/16846/16162/209590/110157/15170/11652/330496/16190/60504/13019/12443/18709/16168/54721/13857/56469/74769/213208/16164/14199/16165",119
"Metabolism","Metabolism of other amino acids","mmu00450","Selenocompound metabolism","16/6158","17/10623",0.941176470588235,1.62359818886957,3.02180025629996,0.00124734999993613,0.00214272499989028,0.000480999999975371,"212679/50880/50493/216443/238505/26462/23972/109079/70266/23971/229905/107869/211006/21743/232223/20768",16
"Organismal Systems","Digestive system","mmu04980","Cobalamin transport and metabolism","16/6158","17/10623",0.941176470588235,1.62359818886957,3.02180025629996,0.00124734999993613,0.00214272499989028,0.000480999999975371,"68421/21452/19300/238505/224656/54219/17850/14603/109129/18477/67096/77697/20841/109136/59016/15161",16
"Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation","65/6158","88/10623",0.738636363636364,1.27420170362278,3.03323790172843,0.00137780280872009,0.00235516046613729,0.000528687621702289,"22637/20846/20849/15979/15978/20852/16160/26420/103806/16191/20851/20850/18035/14281/16450/26419/19057/16185/29857/26413/15980/13388/26416/26415/18131/15001/14998/15002/14969/18018/19697/16452/12675/14462/18761/16184/18128/16449/18803/19668/18019/16183/433586/16159/18129/18033/19055/19059/16476/16451/12399/19664/26414/16162/12504/18036/16190/16797/16150/18021/17132/270118/54721/12501/16151",65
NA,NA,"mmu04082","Neuroactive ligand signaling","134/6158","196/10623",0.683673469387755,1.17938669459339,2.97680807902926,0.00162929026990545,0.00277139080224112,0.000622123219674938,"15559/11539/18390/14816/14806/21337/11540/170483/14708/14672/216227/21334/432530/216643/11548/14654/14799/11541/18436/94045/93670/18750/14813/18976/104111/12671/14706/13488/15466/15550/14702/12647/11549/15558/20512/11514/11512/11515/224129/13490/15557/14805/64337/268934/54393/63993/11555/15562/17202/14680/18797/14682/20510/15566/11551/11554/14810/228139/20511/213788/18796/11552/11550/18795/18798/17201/14683/99296/72075/228993/11438/140795/70839/18441/14800/14658/11444/14679/21338/18749/18619/14409/14408/242425/242443/14700/242607/14664/15552/15565/14403/14688/14677/11553/13492/18438/11423/66066/21333/14823/14701/21336/108073/232333/15465/14412/14411/14695/14709/14809/72961/104245/14407/233571/18442/18751/110877/18747/100503710/11513/14681/11604/14802/110637/13489/108015/14697/15551/108068/14678/53623/14404/57249/15560",134
"Human Diseases","Drug resistance: antineoplastic","mmu01523","Antifolate resistance","24/6158","28/10623",0.857142857142857,1.47863406486336,2.97813512556922,0.0016497053494787,0.00279242807936151,0.000626845678364179,"108147/20509/20425/52466/76408/238505/239273/17250/27416/14450/19697/12675/14287/16176/18033/14590/17769/16193/22171/26357/14276/14275/16150/16151",24
"Organismal Systems","Endocrine system","mmu04927","Cortisol synthesis and secretion","54/6158","72/10623",0.75,1.29380480675544,2.9375860195038,0.00192551802925462,0.00324346969005512,0.000728095728997661,"12912/12292/18514/16526/14672/432530/18976/104111/11607/218461/12289/11514/11911/239556/11512/15370/20683/11515/224129/58226/16440/12915/17200/18797/14682/13074/26423/11909/26427/16492/18796/18795/18798/14683/11608/320024/78284/15495/18749/16527/109305/20778/208647/231991/16438/12288/16439/18584/20845/18747/11513/11606/16835/13070",54
"Cellular Processes","Cell growth and death","mmu04216","Ferroptosis","33/6158","41/10623",0.804878048780488,1.38847345115218,2.92672321745799,0.00201880671637435,0.0033679131277976,0.000756030855322378,"53945/74205/68428/11793/625249/216739/22334/27057/213053/18174/18521/22042/67634/17254/14319/433256/19122/66734/14854/12870/26570/14630/67547/74244/14792/14325/22335/14081/15368/67443/14629/50790/20229",33
"Human Diseases","Cancer: specific types","mmu05219","Bladder cancer","33/6158","41/10623",0.804878048780488,1.38847345115218,2.92672321745799,0.00201880671637435,0.0033679131277976,0.000756030855322378,"26396/13144/17246/12567/13649/13866/73086/13557/69635/19645/17869/26413/12575/22339/15200/21825/13555/20779/17395/18176/13645/242705/14184/109880/110157/16653/12443/17390/12550/26395/13143/56289/11836",33
"Organismal Systems","Digestive system","mmu04972","Pancreatic secretion","82/6158","115/10623",0.71304347826087,1.23005210613271,2.91291197503068,0.00205638488727973,0.00341418926261275,0.000766418945649457,"319229/381290/11931/27222/98660/69836/67972/215449/237625/432530/11932/53313/18750/104111/13487/12671/20191/16531/56373/11514/11512/11515/224129/16440/20496/80718/18797/14682/69060/18946/18947/18796/18795/18798/14683/11928/109905/66350/80797/99709/99663/23844/229933/20544/242711/67868/26971/18782/18784/13706/20535/12182/12425/54403/11938/19353/12638/232680/109697/67373/22074/22072/67653/16438/11941/16439/232975/18751/11937/16535/233979/17274/11513/109660/66473/11936/53869/11933/11848/12424/67821/320707",82
"Organismal Systems","Endocrine system","mmu03320","PPAR signaling pathway","65/6158","89/10623",0.730337078651685,1.25988483054837,2.89128921379098,0.00223270856758567,0.00368928510929633,0.000828172601510475,"11363/104086/74205/13167/20183/16204/216739/13168/11430/93732/74551/19013/12895/11450/18607/19015/57875/57435/328845/14625/225579/12894/56473/20411/30049/20250/329065/20249/433256/20181/26569/26458/18830/18534/16592/15360/11364/13122/11832/11520/12896/20280/14077/12491/80911/14626/22190/14080/19016/108078/103968/109264/16202/14081/16956/26457/22227/11806/94180/17436/235674/113868/13124/14933/50790",65
"Metabolism","Amino acid metabolism","mmu00270","Cysteine and methionine metabolism","43/6158","56/10623",0.767857142857143,1.32460968310676,2.86017028070706,0.00252256402151561,0.00414848206381951,0.00093125336788304,"100041585/11702/17449/108645/13435/104923/238505/210808/268782/246221/11615/106557/12411/12583/107272/14718/70266/56369/13436/269378/14854/236539/229709/14630/229905/107869/66902/100470/17448/74340/232087/16832/12035/14204/12036/16828/76615/67873/14719/234724/13433/14629/20603",43
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","75/6158","105/10623",0.714285714285714,1.2321950540528,2.80797534473917,0.00290797071374136,0.00475974451730308,0.00106846987495959,"22637/16177/20846/20183/15979/15978/20852/26420/19401/20851/20850/20848/11622/18035/15251/14281/15519/16364/16195/26419/19057/16185/29857/26413/16180/15980/12394/26416/26415/15001/14998/15002/14969/15516/17128/17126/18018/19697/16452/12675/14462/18761/16184/20181/16176/18803/18019/16183/60505/16194/19885/18033/19055/21812/19059/16476/16451/56717/16193/26414/209590/12504/21803/18036/16190/60504/16797/16150/18021/54721/12501/17127/19883/21813/16151",75
"Genetic Information Processing","Replication and repair","mmu03430","Mismatch repair","20/6158","23/10623",0.869565217391304,1.50006354406428,2.81934640126684,0.00292875640908944,0.00477126044109876,0.00107105497540212,"18972/68275/217716/17686/106344/17685/17688/69745/18538/19891/19687/72151/18861/69263/68240/381760/16881/18971/67967/17350",20
"Metabolism","Energy metabolism","mmu00190","Oxidative phosphorylation","98/6158","141/10623",0.695035460992908,1.19898696039748,2.79334357291566,0.00300153168114672,0.00486696959513043,0.00109253981507554,"108664/12859/66495/227197/67273/338375/66052/226646/67895/66043/75406/66594/66414/407790/11947/66152/22272/70383/69802/11951/11975/71679/68775/73834/66694/407785/12867/17993/192113/12864/66335/66218/66445/67130/67942/68194/12856/11964/11957/28080/11984/68342/11974/78330/66416/66237/20463/74915/11946/27060/225887/17995/67264/11949/68375/228033/68349/84682/67126/66046/66377/11950/74776/230075/66290/114143/595136/67680/11958/12861/21871/57423/17992/68202/66144/140494/76252/13063/11973/66108/66091/12865/68197/67003/70316/12862/76429/12869/11945/66916/11972/12857/27425/66925/12858/12866/22273/54411",98
"Metabolism","Glycan biosynthesis and metabolism","mmu00514","Other types of O-glycan biosynthesis","34/6158","43/10623",0.790697674418605,1.36401126913752,2.80878490187275,0.00302570324232197,0.00488334430272429,0.00109621561778128,"269132/57370/80294/171212/19719/108760/217734/78754/17305/223827/207839/20440/268880/14423/99011/271786/241391/14425/140484/14595/20441/67909/231050/212996/94192/101351/232313/233733/108150/270049/234407/108148/59048/108155",34
"Metabolism","Amino acid metabolism","mmu00310","Lysine degradation","48/6158","64/10623",0.75,1.29380480675544,2.7685332771148,0.00338931989946749,0.00544487965331119,0.00122226935945709,"269132/56752/69726/226830/208266/72947/11671/19193/14055/13382/78920/18193/381022/110460/110147/73582/225518/110695/225888/77683/170442/14013/73251/192195/15107/72535/110593/69188/231051/97212/107823/11669/208043/67956/14056/12180/232811/75410/233904/93747/234135/23923/234407/270076/214162/110446/26432/235626",48
"Environmental Information Processing","Signal transduction","mmu04340","Hedgehog signaling pathway","44/6158","58/10623",0.758620689655172,1.30867612637332,2.76818140431875,0.00341133863550276,0.00545499772589612,0.00122454066954744,"16147/26554/12043/14633/68897/226861/103236/103583/216869/20747/66313/104318/14634/14451/19206/27373/17237/56637/117606/70425/93687/110355/12234/24069/76857/14725/18749/230500/59056/68525/74239/75788/319757/26965/269878/109689/56788/233812/12443/15245/18747/57810/214897/74770",44
"Organismal Systems","Immune system","mmu04620","Toll-like receptor signaling pathway","74/6158","104/10623",0.711538461538462,1.22745584230644,2.73740337056623,0.00363911603636713,0.00579253791109813,0.00130031186234267,"17087/20846/56489/23797/53791/68652/26396/56480/20847/16160/26420/26397/26398/20304/26399/18035/14281/22031/11651/19766/18708/26419/16391/66513/29857/266632/26413/12519/15976/26416/26415/106759/26410/19697/12675/22034/16176/16803/21939/18706/16159/24088/18033/26409/21898/15977/230396/16476/16451/18710/18707/16193/21897/21899/17329/56066/26414/20750/19353/27056/11652/54131/14082/26400/16150/142980/18709/54721/26395/74769/16179/16151/170744/170743",74
"Organismal Systems","Digestive system","mmu04977","Vitamin digestion and absorption","22/6158","26/10623",0.846153846153846,1.45967721787793,2.75588090831349,0.00366845694637688,0.00581257790133688,0.00130481044956448,"68421/80721/116914/20509/21452/52466/238055/19300/93835/17250/14603/69060/65969/69698/67096/330064/665270/20778/11806/11808/19660/245532",22
"Genetic Information Processing","Replication and repair","mmu03440","Homologous recombination","33/6158","42/10623",0.785714285714286,1.35541455945808,2.71024631001448,0.00418877900795821,0.00660684688982499,0.00148310835688472,"12021/368203/18972/19360/21975/68275/237911/268465/12189/19363/74335/20184/21976/225182/69745/71711/19361/623474/19891/57434/107976/70681/12190/20422/68240/381760/19365/18971/12144/67967/68251/17535/11920",33
"Organismal Systems","Excretory system","mmu04964","Proximal tubule bicarbonate reclamation","19/6158","22/10623",0.863636363636364,1.48983583808202,2.70085170290358,0.00444291135085862,0.00697597393098617,0.00156597018320333,"14660/11931/27222/98660/216456/17449/11932/27376/105243/14661/74551/18534/11928/54403/11826/232975/11936/11933/67821",19
"Metabolism","Amino acid metabolism","mmu00330","Arginine and proline metabolism","41/6158","54/10623",0.759259259259259,1.30977770560427,2.68004662144445,0.00453885094064941,0.00709451025407812,0.00159257927742084,"56752/11846/100041585/11702/18451/14431/18452/11671/18126/209027/18263/67217/12709/76722/66194/19125/110695/66054/107239/56454/67432/14718/67092/228608/72535/332942/212647/75986/18127/66988/18125/11669/12715/320452/18242/76615/14719/17161/109731/20229/20603",41
"Human Diseases","Infectious disease: viral","mmu05164","Influenza A","118/6158","174/10623",0.67816091954023,1.16987714327312,2.65328845829919,0.00457503734354669,0.00711900429690897,0.00159807771263845,"20846/56489/24014/14103/23797/15979/26396/11783/15978/56480/12567/20847/103573/16160/22333/216799/20296/20293/20304/217069/76815/16647/18750/12702/11465/58185/18035/22031/11651/18708/54196/16391/21933/100037258/328572/266632/12914/12265/26413/16646/15976/15980/17857/17858/50528/18815/100503895/12018/19326/15001/14998/15002/14969/12445/106759/19697/16452/77125/14102/12675/71586/16175/16176/228607/56488/66679/22035/18706/73333/16159/110196/56417/18033/230073/21898/15977/230396/16451/18710/12371/18707/12571/16193/246727/11461/54188/67373/22074/22072/13063/110157/12122/21937/232989/11652/18036/54131/18751/66824/14082/16150/142980/11739/12367/18709/81489/54721/214523/18854/26395/53869/74769/11740/16151/83454/170722/237082/170743",118
"Metabolism","Glycan biosynthesis and metabolism","mmu00512","Mucin type O-glycan biosynthesis","26/6158","32/10623",0.8125,1.40162187398506,2.67199796230179,0.00481623807453369,0.00746086880296067,0.00167481963118183,"171212/20446/20445/108760/218476/78754/20442/207839/14423/14537/20448/271786/241391/14425/56336/67909/231050/212996/94192/233733/108150/270049/20444/108148/72077/59048",26
"Environmental Information Processing","Signaling molecules and interaction","mmu04514","Cell adhesion molecules","122/6158","181/10623",0.674033149171271,1.16275643774706,2.59356942708339,0.00545401003644352,0.00841129547842623,0.00188817189565764,"12487/12477/54167/269116/19264/20339/20343/20344/16456/12490/74048/16414/50723/216856/15896/18613/20969/319504/18191/320910/13003/18260/76965/239250/75409/58187/15529/12805/12741/12737/114141/12519/207683/100043314/58998/11658/17968/67374/239931/54420/56173/621628/56863/14972/15001/14998/15002/14969/14964/14980/15013/110557/110558/15007/15042/15040/100529082/667977/15043/14985/110696/224753/224754/224761/399549/19280/19274/18189/12558/18190/12511/241226/171171/16403/16401/16410/241568/20612/20971/21939/12561/242122/12481/80883/22329/320840/19266/19268/242653/20970/64945/20345/57255/12740/192198/66797/12504/19294/52118/12483/272381/20737/16409/71908/75677/12562/12560/12550/20340/12555/16412/83964/58235/54725/17967/102657/18007/104099/171486/74987/628893/12738",122
"Organismal Systems","Excretory system","mmu04960","Aldosterone-regulated sodium reabsorption","30/6158","38/10623",0.789473684210526,1.36189979658467,2.62450234619363,0.00553953606321075,0.00850539386696518,0.00190929514987236,"16367/11931/27222/98660/20393/16000/11932/18750/18708/26413/18607/65962/83814/18706/11928/18710/55948/18707/108017/16653/232975/20277/18751/16337/18709/110784/11936/11933/74769/67821",30
